ID   Trainer                        #  Original        BST  --> Replacement     BST  Diff% 
622  Doug                           1  Ariados         400  --> Amaura          362  -9.5%
623  Doug                           0  Butterfree      395  --> Haunter         405  +2.5%
623  Doug                           1  Ariados         400  --> Grovyle         405  +1.2%
624  Doug                           0  Butterfree      395  --> -----           371  -6.1%
624  Doug                           1  Ariados         400  --> Whirlipede      360  -10.0%
625  Rob                            0  Beedrill        395  --> Arctibax        423  +7.1%
625  Rob                            1  Butterfree      395  --> -----           424  +7.3%
626  Rob                            0  Beedrill        395  --> -----           371  -6.1%
626  Rob                            1  Butterfree      395  --> Murkrow         405  +2.5%
627  Rob                            0  Beedrill        395  --> Crocalor        411  +4.1%
627  Rob                            1  Butterfree      395  --> Weepinbell      390  -1.3%
628  Reese                          0  Arbok           448  --> -----           418  -6.7%
628  Reese                          1  Blissey         540  --> Rapidash        500  -7.4%
628  Reese                          2  Weezing         490  --> Relicanth       485  -1.0%
628  Reese                          3  Shelgon         420  --> Lairon          430  +2.4%
629  Reese                          0  Arbok           448  --> Electrode       490  +9.4%
629  Reese                          1  Torchic         310  --> Bagon           300  -3.2%
629  Reese                          2  Weezing         490  --> Beheeyem        485  -1.0%
629  Reese                          3  Shelgon         420  --> Rotom           440  +4.8%
630  Reese                          0  Arbok           448  --> Togedemaru      435  -2.9%
630  Reese                          1  Blissey         540  --> Farigiraf       520  -3.7%
630  Reese                          2  Weezing         490  --> -----           476  -2.9%
630  Reese                          3  Dewgong         475  --> -----           488  +2.7%
631  Aiden                          0  Hypno           483  --> Dudunspars      520  +7.7%
631  Aiden                          1  Tentacruel      515  --> -----           500  -2.9%
632  Aiden                          0  Hypno           483  --> Froslass        480  -0.6%
632  Aiden                          1  Tentacruel      515  --> -----           476  -7.6%
633  Aiden                          0  Tentacruel      515  --> Cryogonal       515  +0.0%
633  Aiden                          1  Hypno           483  --> -----           472  -2.3%
633  Aiden                          2  Tentacruel      515  --> Snorlax         540  +4.9%
634  Ernest                         0  Teddiursa       330  --> Numel           305  -7.6%
634  Ernest                         1  Azumarill       420  --> -----           411  -2.1%
635  Ernest                         0  Teddiursa       330  --> Chinchou        330  +0.0%
635  Ernest                         1  Azumarill       420  --> Wailmer         400  -4.8%
636  Ernest                         0  Ursaring        500  --> Golem           495  -1.0%
636  Ernest                         1  Azumarill       420  --> Thievul         455  +8.3%
637  Hillary                        0  Ambipom         482  --> Seadra          440  -8.7%
637  Hillary                        1  Sunflora        425  --> Gurdurr         405  -4.7%
638  Hillary                        0  Ambipom         482  --> Mantine         485  +0.6%
638  Hillary                        1  Sunflora        425  --> Hitmontop       455  +7.1%
639  Hillary                        0  Ambipom         482  --> Starmie         520  +7.9%
639  Hillary                        1  Sunflora        425  --> Carnivine       454  +6.8%
640  Billy                          0  Parasect        405  --> Kricketune      384  -5.2%
640  Billy                          1  Poliwhirl       385  --> Kadabra         400  +3.9%
640  Billy                          2  Ditto           288  --> Rellor          270  -6.2%
641  Billy                          0  Parasect        405  --> Archen          401  -1.0%
641  Billy                          1  Poliwhirl       385  --> Corvsquire      365  -5.2%
641  Billy                          2  Ditto           288  --> Rellor          270  -6.2%
642  Billy                          0  Mr. Mime        460  --> Clefable        483  +5.0%
642  Billy                          2  Parasect        405  --> Raboot          420  +3.7%
642  Billy                          3  Hoothoot        262  --> Skitty          260  -0.8%
642  Billy                          4  Poliwrath       510  --> Dracozolt       505  -1.0%
642  Billy                          5  Onix            385  --> Wobbuffet       405  +5.2%
642  Billy                          6  Ditto           288  --> Grookey         310  +7.6%
643  Kay & Tia                      0  Quagsire        430  --> -----           411  -4.4%
643  Kay & Tia                      2  Quagsire        430  --> Falinks         470  +9.3%
644  Kay & Tia                      0  Quagsire        430  --> Floragato       410  -4.7%
644  Kay & Tia                      1  Muk             500  --> Obstagoon       520  +4.0%
644  Kay & Tia                      2  Quagsire        430  --> Thievul         455  +5.8%
644  Kay & Tia                      3  Bellossom       490  --> Oranguru        490  +0.0%
645  Kay & Tia                      0  Quagsire        430  --> Lanturn         460  +7.0%
645  Kay & Tia                      1  Bellossom       490  --> -----           520  +6.1%
645  Kay & Tia                      2  Quagsire        430  --> Quaxwell        410  -4.7%
645  Kay & Tia                      3  Muk             500  --> Trevenant       474  -5.2%
646  Josh                           0  Fearow          442  --> Espathra        481  +8.8%
646  Josh                           1  Skarmory        465  --> Braviary        510  +9.7%
647  Josh                           0  Skarmory        465  --> Vileplume       490  +5.4%
647  Josh                           1  Fearow          442  --> -----           472  +6.8%
648  Josh                           0  Skarmory        465  --> Orbeetle        505  +8.6%
648  Josh                           1  Fearow          442  --> Mimikyu         476  +7.7%
649  Torin                          0  Sandslash       450  --> Furret          415  -7.8%
649  Torin                          1  Golbat          455  --> Claydol         500  +9.9%
649  Torin                          2  Vulpix          299  --> Lillipup        275  -8.0%
650  Torin                          0  Sandslash       450  --> Staraptor       485  +7.8%
650  Torin                          1  Golbat          455  --> Ursaring        500  +9.9%
650  Torin                          2  Vulpix          299  --> Turtwig         318  +6.4%
653  Tim & Sue                      0  Kadabra         400  --> -----           425  +6.2%
653  Tim & Sue                      1  Kangaskhan      490  --> -----           472  -3.7%
653  Tim & Sue                      2  Golduck         500  --> Snorlax         540  +8.0%
653  Tim & Sue                      3  Arcanine        555  --> -----           550  -0.9%
655  Kenny                          0  Onix            385  --> Hakamo-o        420  +9.1%
655  Kenny                          1  Graveler        390  --> -----           411  +5.4%
655  Kenny                          2  Golem           495  --> Slowking        490  -1.0%
655  Kenny                          3  Sandslash       450  --> -----           425  -5.6%
656  Kenny                          0  Sandslash       450  --> Magcargo        430  -4.4%
656  Kenny                          1  Graveler        390  --> Chatot          411  +5.4%
656  Kenny                          2  Golem           495  --> -----           502  +1.4%
656  Kenny                          3  Onix            385  --> Vivillon        411  +6.8%
657  Kenny                          0  Sandslash       450  --> -----           411  -8.7%
657  Kenny                          1  Graveler        390  --> Espurr          355  -9.0%
657  Kenny                          2  Golem           495  --> -----           540  +9.1%
657  Kenny                          3  Steelix         510  --> -----           485  -4.9%
660  Tanner                         0  Sudowoodo       410  --> Yanma           390  -4.9%
660  Tanner                         1  Jumpluff        460  --> -----           500  +8.7%
660  Tanner                         2  Lanturn         460  --> Piloswine       450  -2.2%
661  Kyle                           0  Seaking         450  --> Lurantis        480  +6.7%
661  Kyle                           1  Qwilfish        440  --> Shelgon         420  -4.5%
661  Kyle                           2  Seaking         450  --> Poipole         420  -6.7%
662  Kyle                           0  Seaking         450  --> Lopunny         480  +6.7%
662  Kyle                           1  Qwilfish        440  --> Servine         413  -6.1%
662  Kyle                           2  Seaking         450  --> Castform        420  -6.7%
662  Kyle                           3  Krabby          325  --> -----           335  +3.1%
663  Kyle                           0  Seaking         450  --> Clodsire        430  -4.4%
663  Kyle                           1  Qwilfish        440  --> Dunsparce       415  -5.7%
663  Kyle                           2  Seaking         450  --> Lopunny         480  +6.7%
663  Kyle                           3  Kingler         475  --> Stantler        465  -2.1%
664  Kyler                          0  Magikarp        200  --> Scatterbug      200  +0.0%
664  Kyler                          1  Magikarp        200  --> Nymble          210  +5.0%
664  Kyler                          2  Magikarp        200  --> Feebas          200  +0.0%
664  Kyler                          3  Magikarp        200  --> Igglybuff       210  +5.0%
665  Kyler                          0  Magikarp        200  --> Wurmple         195  -2.5%
665  Kyler                          1  Magikarp        200  --> Cosmog          200  +0.0%
665  Kyler                          2  Magikarp        200  --> Weedle          195  -2.5%
665  Kyler                          3  Magikarp        200  --> Kakuna          205  +2.5%
665  Kyler                          4  Magikarp        200  --> Spewpa          213  +6.5%
666  Kyler                          0  Magikarp        200  --> Metapod         205  +2.5%
666  Kyler                          1  Magikarp        200  --> Wurmple         195  -2.5%
666  Kyler                          2  Magikarp        200  --> Sentret         215  +7.5%
666  Kyler                          3  Magikarp        200  --> Blipbug         180  -10.0%
666  Kyler                          4  Magikarp        200  --> Spewpa          213  +6.5%
666  Kyler                          5  Magikarp        200  --> Bounsweet       210  +5.0%
667  Cheryl                         0  Wobbuffet       405  --> Charjabug       400  -1.2%
667  Cheryl                         1  Magcargo        430  --> -----           411  -4.4%
667  Cheryl                         2  Poliwhirl       385  --> Gloom           395  +2.6%
667  Cheryl                         3  Electivire      540  --> IronTreads      570  +5.6%
667  Cheryl                         4  Misdreavus      435  --> -----           475  +9.2%
667  Cheryl                         5  Luvdisc         330  --> -----           320  -3.0%
667  Cheryl                         8  Floatzel        495  --> Mienshao        510  +3.0%
667  Cheryl                         9  Blissey         540  --> Overqwil        510  -5.6%
667  Cheryl                         10 Gengar          500  --> -----           476  -4.8%
668  Marley                         0  Ninjask         456  --> Indeedee        475  +4.2%
668  Marley                         1  Kakuna          205  --> Spewpa          213  +3.9%
668  Marley                         2  Poliwhirl       385  --> Gloom           395  +2.6%
668  Marley                         3  Dewgong         475  --> -----           480  +1.1%
668  Marley                         4  Misdreavus      435  --> -----           472  +8.5%
668  Marley                         5  Shinx           263  --> Skwovet         275  +4.6%
668  Marley                         8  Cacturne        475  --> Thievul         455  -4.2%
668  Marley                         9  Arcanine        555  --> Milotic         540  -2.7%
668  Marley                         10 Blissey         540  --> Vikavolt        500  -7.4%
669  Mira                           0  Porygon-Z       535  --> -----           490  -8.4%
669  Mira                           1  Dodrio          470  --> Stantler        465  -1.1%
669  Mira                           2  Poliwhirl       385  --> -----           420  +9.1%
669  Mira                           3  Gengar          500  --> -----           490  -2.0%
669  Mira                           4  Misdreavus      435  --> Wormadam        424  -2.5%
669  Mira                           5  Dewgong         475  --> Hitmonchan      455  -4.2%
669  Mira                           8  Gengar          500  --> -----           508  +1.6%
669  Mira                           9  Alakazam        500  --> Falinks         470  -6.0%
669  Mira                           10 Anorith         355  --> -----           320  -9.9%
670  Riley                          0  Absol           465  --> -----           490  +5.4%
670  Riley                          1  Kakuna          205  --> Pichu           205  +0.0%
670  Riley                          2  Poliwhirl       385  --> -----           411  +6.8%
670  Riley                          3  Hoothoot        262  --> Shedinja        236  -9.9%
670  Riley                          4  Misdreavus      435  --> Veluza          478  +9.9%
670  Riley                          5  Electrike       295  --> Jigglypuff      270  -8.5%
670  Riley                          8  Shellos         325  --> Capsakid        304  -6.5%
670  Riley                          9  Lucario         525  --> Golurk          483  -8.0%
670  Riley                          10 Murkrow         405  --> Vanillish       395  -2.5%
671  Buck                           0  Shuckle         505  --> Vanilluxe       535  +5.9%
671  Buck                           1  Bellossom       490  --> Orthworm        480  -2.0%
671  Buck                           2  Poliwrath       510  --> Haxorus         540  +5.9%
671  Buck                           3  Gengar          500  --> -----           530  +6.0%
671  Buck                           4  Misdreavus      435  --> Parasect        405  -6.9%
671  Buck                           5  Muk             500  --> -----           500  +0.0%
671  Buck                           8  Pupitar         410  --> Tangela         435  +6.1%
671  Buck                           9  Claydol         500  --> -----           490  -2.0%
671  Buck                           10 Larvitar        300  --> Woobat          323  +7.7%
672  Alfred                         0  Noctowl         452  --> -----           475  +5.1%
673  Alfred                         0  Noctowl         452  --> Klawf           450  -0.4%
674  Alfred                         0  Noctowl         452  --> Chimecho        455  +0.7%
674  Alfred                         1  Kangaskhan      490  --> -----           480  -2.0%
675  Lance                          0  Dragonite       600  --> Virizion        580  -3.3%
675  Lance                          1  Abra            310  --> Corphish        308  -0.6%
676  Parker                         0  Horsea          295  --> Poliwag         300  +1.7%
676  Parker                         1  Hypno           483  --> -----           460  -4.8%
676  Parker                         2  Seadra          440  --> Sealeo          410  -6.8%
676  Parker                         3  Hypno           483  --> Dewgong         475  -1.7%
677  Eddie                          0  Azumarill       420  --> Murkrow         405  -3.6%
677  Eddie                          1  Kricketot       194  --> -----           210  +8.2%
678  Joy                            0  Cloyster        525  --> Greninja        530  +1.0%
678  Joy                            1  Shuckle         505  --> Houndstone      488  -3.4%
679  Callie                         0  Clefable        483  --> Ursaring        500  +3.5%
679  Callie                         1  Goldeen         320  --> Pineco          290  -9.4%
679  Callie                         2  Wigglytuff      435  --> -----           411  -5.5%
679  Callie                         3  Diglett         265  --> Budew           280  +5.7%
680  Kassandra                      0  Wigglytuff      435  --> Sealeo          410  -5.7%
680  Kassandra                      1  Diglett         265  --> Wooloo          270  +1.9%
680  Kassandra                      2  Clefable        483  --> Pinsir          500  +3.5%
680  Kassandra                      3  Goldeen         320  --> -----           330  +3.1%
681  Arabella                       0  Stantler        465  --> -----           425  -8.6%
681  Arabella                       1  Chingling       285  --> Venonat         305  +7.0%
681  Arabella                       2  Tauros          490  --> Swampert        535  +9.2%
681  Arabella                       3  Magmar          495  --> Tatsugiri       475  -4.0%
682  Bonita                         0  Spinda          360  --> Rufflet         350  -2.8%
682  Bonita                         1  Chingling       285  --> Tynamo          275  -3.5%
682  Bonita                         2  Sudowoodo       410  --> Perrserker      440  +7.3%
682  Bonita                         3  Gabite          410  --> -----           425  +3.7%
683  Salma                          0  Slowking        490  --> Greedent        460  -6.1%
683  Salma                          1  Persian         440  --> Eiscue          470  +6.8%
683  Salma                          2  Persian         440  --> Tangela         435  -1.1%
683  Salma                          3  Dodrio          470  --> Pyroar          507  +7.9%
684  Elan & Ida                     0  Porygon2        515  --> Furfrou         472  -8.3%
684  Elan & Ida                     1  Bellossom       490  --> Serperior       528  +7.8%
684  Elan & Ida                     2  Diglett         265  --> Helioptile      289  +9.1%
684  Elan & Ida                     3  Croagunk        300  --> Hippopotas      330  +10.0%
685  Edwin                          0  Golem           495  --> -----           495  +0.0%
685  Edwin                          1  Paras           285  --> Barboach        288  +1.1%
686  Bryce                          0  Dewgong         475  --> -----           472  -0.6%
686  Bryce                          1  Lapras          535  --> Kingdra         540  +0.9%
687  Shaun                          0  Cloyster        525  --> Nihilego        570  +8.6%
687  Shaun                          1  Dewgong         475  --> Arctozolt       505  +6.3%
688  Cady                           0  Delibird        330  --> Tirtouga        355  +7.6%
689  Cary                           0  Torkoal         470  --> Bewear          500  +6.4%
689  Cary                           1  Altaria         490  --> Exploud         490  +0.0%
690  Waldo                          0  Numel           305  --> Wattrel         280  -8.2%
690  Waldo                          1  Corsola         410  --> Diggersby       423  +3.2%
691  Merle                          0  Magcargo        430  --> -----           470  +9.3%
691  Merle                          1  Marowak         425  --> Grotle          405  -4.7%
692  Lowell                         0  Arcanine        555  --> Hippowdon       525  -5.4%
692  Lowell                         1  Shellos         325  --> Yamask          303  -6.8%
693  Linden                         0  Magmar          495  --> Quaquaval       530  +7.1%
693  Linden                         1  Sudowoodo       410  --> -----           390  -4.9%
694  Daniel                         0  Ninetales       505  --> Primeape        455  -9.9%
694  Daniel                         1  Paras           285  --> Sewaddle        310  +8.8%
695  Dane                           0  Beedrill        395  --> Emolga          428  +8.4%
695  Dane                           1  Butterfree      395  --> -----           424  +7.3%
696  Dion                           0  Ariados         400  --> -----           440  +10.0%
697  Stacey                         0  Metapod         205  --> Metapod         205  +0.0%
697  Stacey                         1  Metapod         205  --> Ralts           198  -3.4%
697  Stacey                         2  Metapod         205  --> Tarountula      210  +2.4%
698  Ellis                          0  Weedle          195  --> -----           210  +7.7%
698  Ellis                          1  Kakuna          205  --> Feebas          200  -2.4%
698  Ellis                          2  Beedrill        395  --> Vivillon        411  +4.1%
699  Abner                          0  Butterfree      395  --> Pupitar         410  +3.8%
699  Abner                          1  Beedrill        395  --> Raticate        413  +4.6%
699  Abner                          2  Pikachu         320  --> Mudkip          310  -3.1%
700  Giovanni                       0  Nidoking        505  --> Nidoqueen       505  +0.0%
700  Giovanni                       1  Arbok           448  --> -----           411  -8.3%
700  Giovanni                       2  Wigglytuff      435  --> Camerupt        460  +5.7%
700  Giovanni                       3  Torterra        525  --> -----           520  -1.0%
700  Giovanni                       4  Voltorb         330  --> Whirlipede      360  +9.1%
700  Giovanni                       5  Bidoof          250  --> Rookidee        245  -2.0%
700  Giovanni                       8  Paras           285  --> Pineco          290  +1.8%
701  Lance                          0  Salamence       600  --> Melmetal        600  +0.0%
701  Lance                          1  Lunatone        460  --> Girafarig       455  -1.1%
701  Lance                          2  Machamp         505  --> -----           540  +6.9%
701  Lance                          3  Gastrodon       475  --> Bruxish         475  +0.0%
701  Lance                          5  Kakuna          205  --> Kakuna          205  +0.0%
701  Lance                          8  Abra            310  --> Shroodle        290  -6.5%
701  Lance                          9  Charizard       534  --> Rhydon          485  -9.2%
701  Lance                          10 Lunatone        460  --> Noctowl         452  -1.7%
701  Lance                          11 Graveler        390  --> -----           413  +5.9%
701  Lance                          12 Magcargo        430  --> -----           452  +5.1%
702  Will                           0  Bronzong        500  --> Basclegion      530  +6.0%
702  Will                           1  Dusclops        455  --> Armaldo         495  +8.8%
702  Will                           2  Poliwag         300  --> Gimmighoul      300  +0.0%
702  Will                           3  Aerodactyl      515  --> -----           550  +6.8%
702  Will                           5  Koffing         340  --> -----           335  -1.5%
702  Will                           8  Gengar          500  --> Clefable        483  -3.4%
702  Will                           9  Gardevoir       518  --> Poltegeist      508  -1.9%
702  Will                           10 Anorith         355  --> Drifloon        348  -2.0%
702  Will                           11 Poliwrath       510  --> Furfrou         472  -7.5%
702  Will                           12 Pupitar         410  --> -----           411  +0.2%
703  Koga                           0  Skuntank        479  --> Klang           440  -8.1%
703  Koga                           1  Gastly          310  --> -----           303  -2.3%
703  Koga                           2  Abra            310  --> -----           303  -2.3%
703  Koga                           3  Mantine         485  --> Nidoqueen       505  +4.1%
703  Koga                           5  Smoochum        305  --> Arrokuda        280  -8.2%
703  Koga                           7  Kirlia          278  --> -----           253  -9.0%
703  Koga                           8  Gastly          310  --> Maschiff        340  +9.7%
703  Koga                           9  Crobat          535  --> -----           545  +1.9%
703  Koga                           10 Rattata         253  --> -----           265  +4.7%
703  Koga                           11 Poliwrath       510  --> Camerupt        460  -9.8%
703  Koga                           12 Eevee           325  --> Woobat          323  -0.6%
704  Bruno                          0  Hitmontop       455  --> Brionne         420  -7.7%
704  Bruno                          1  Luvdisc         330  --> Polchgeist      308  -6.7%
704  Bruno                          2  Poliwhirl       385  --> Hattrem         370  -3.9%
704  Bruno                          3  Luvdisc         330  --> Dwebble         325  -1.5%
704  Bruno                          5  Noctowl         452  --> Lanturn         460  +1.8%
704  Bruno                          7  Totodile        314  --> Honedge         325  +3.5%
704  Bruno                          8  Barboach        288  --> Chespin         313  +8.7%
704  Bruno                          9  Machamp         505  --> -----           490  -3.0%
704  Bruno                          10 Gabite          410  --> -----           417  +1.7%
704  Bruno                          11 Kadabra         400  --> Minior          440  +10.0%
704  Bruno                          12 Luvdisc         330  --> Fennekin        307  -7.0%
705  Karen                          0  Weavile         510  --> Fezanditi       555  +8.8%
705  Karen                          1  Wartortle       405  --> Palpitoad       384  -5.2%
705  Karen                          2  Poliwrath       510  --> Hatterene       510  +0.0%
705  Karen                          3  Koffing         340  --> Phanpy          330  -2.9%
705  Karen                          5  Bibarel         410  --> Herdier         370  -9.8%
705  Karen                          8  Seel            325  --> Gible           300  -7.7%
705  Karen                          9  Houndoom        500  --> -----           500  +0.0%
705  Karen                          10 Persian         440  --> Skarmory        465  +5.7%
705  Karen                          11 Kadabra         400  --> Pelipper        440  +10.0%
705  Karen                          12 Bagon           300  --> -----           300  +0.0%
706  Proton                         0  Golbat          455  --> -----           450  -1.1%
706  Proton                         1  Pidgeotto       349  --> Spinda          360  +3.2%
706  Proton                         2  Weezing         490  --> Flamigo         500  +2.0%
706  Proton                         3  Scyther         500  --> Toxtricity      502  +0.4%
707  Palmer                         0  Rattata         253  --> Ledyba          265  +4.7%
708  Argenta                        0  Rattata         253  --> Pikipek         265  +4.7%
709  Thorton                        0  Rattata         253  --> Skwovet         275  +8.7%
710  Dahlia                         0  Rattata         253  --> Bunnelby        237  -6.3%
711  Darach                         0  Rattata         253  --> Dewpider        269  +6.3%
712  Falkner                        0  Staraptor       485  --> Trevenant       474  -2.3%
712  Falkner                        1  Luvdisc         330  --> Skorupi         330  +0.0%
712  Falkner                        2  Meowth          290  --> Quaxly          310  +6.9%
712  Falkner                        3  Shinx           263  --> Skwovet         275  +4.6%
712  Falkner                        4  Misdreavus      435  --> Torkoal         470  +8.0%
712  Falkner                        5  Zigzagoon       240  --> Zubat           245  +2.1%
712  Falkner                        8  Bidoof          250  --> Pawmi           240  -4.0%
712  Falkner                        9  Pelipper        440  --> Crabomnabl      478  +8.6%
712  Falkner                        10 Growlithe       350  --> Panpour         316  -9.7%
712  Falkner                        11 Mankey          305  --> -----           335  +9.8%
712  Falkner                        12 Cubone          320  --> Natu            320  +0.0%
713  Bugsy                          0  Scizor          500  --> Alomomola       470  -6.0%
713  Bugsy                          1  Kakuna          205  --> Silcoon         205  +0.0%
713  Bugsy                          2  Venonat         305  --> -----           320  +4.9%
713  Bugsy                          3  Luxio           363  --> Litleo          369  +1.7%
713  Bugsy                          5  Umbreon         525  --> -----           500  -4.8%
713  Bugsy                          8  Swalot          467  --> Crawdaunt       468  +0.2%
713  Bugsy                          9  Heracross       500  --> -----           475  -5.0%
713  Bugsy                          10 Gabite          410  --> Wailmer         400  -2.4%
713  Bugsy                          11 Meowth          290  --> Klink           300  +3.4%
713  Bugsy                          12 Koffing         340  --> Fennekin        307  -9.7%
714  Whitney                        0  Girafarig       455  --> -----           460  +1.1%
714  Whitney                        1  Anorith         355  --> Tinkatuff       380  +7.0%
714  Whitney                        2  Diglett         265  --> Helioptile      289  +9.1%
714  Whitney                        3  Persian         440  --> Torracat        420  -4.5%
714  Whitney                        4  Misdreavus      435  --> Lunatone        460  +5.7%
714  Whitney                        5  Cubone          320  --> Staravia        340  +6.2%
714  Whitney                        8  Mantine         485  --> -----           472  -2.7%
714  Whitney                        9  Clefable        483  --> Inteleon        530  +9.7%
714  Whitney                        10 Magmar          495  --> -----           480  -3.0%
714  Whitney                        11 Growlithe       350  --> Mantyke         345  -1.4%
714  Whitney                        12 Shuckle         505  --> Starmie         520  +3.0%
715  Morty                          0  Drifblim        498  --> -----           475  -4.6%
715  Morty                          1  Dodrio          470  --> Quagsire        430  -8.5%
715  Morty                          2  Meowth          290  --> Sandile         292  +0.7%
715  Morty                          3  Poochyena       220  --> Wooper          210  -4.5%
715  Morty                          4  Misdreavus      435  --> Jynx            455  +4.6%
715  Morty                          5  Torterra        525  --> -----           490  -6.7%
715  Morty                          8  Manectric       475  --> Whiscash        468  -1.5%
715  Morty                          9  Gengar          500  --> -----           495  -1.0%
715  Morty                          10 Pupitar         410  --> Wormadam        424  +3.4%
715  Morty                          11 Primeape        455  --> Mr. Mime        460  +1.1%
715  Morty                          12 Pupitar         410  --> Liepard         446  +8.8%
716  Pryce                          0  Abomasnow       494  --> Primarina       530  +7.3%
716  Pryce                          1  Muk             500  --> Conkeldurr      505  +1.0%
716  Pryce                          2  Growlithe       350  --> Rufflet         350  +0.0%
716  Pryce                          3  Vibrava         340  --> Amaura          362  +6.5%
716  Pryce                          4  Misdreavus      435  --> Marshtomp       405  -6.9%
716  Pryce                          5  Bagon           300  --> Clobbopus       310  +3.3%
716  Pryce                          8  Arcanine        555  --> Emboar          528  -4.9%
716  Pryce                          9  Walrein         530  --> -----           580  +9.4%
716  Pryce                          10 Gligar          430  --> Gabite          410  -4.7%
716  Pryce                          11 Poliwag         300  --> Mudkip          310  +3.3%
716  Pryce                          12 Floatzel        495  --> Banette         455  -8.1%
717  Jasmine                        0  Metagross       600  --> Dragapult       600  +0.0%
717  Jasmine                        1  Dusclops        455  --> -----           425  -6.6%
717  Jasmine                        2  Mankey          305  --> Voltorb         330  +8.2%
717  Jasmine                        3  Slowking        490  --> -----           530  +8.2%
717  Jasmine                        4  Misdreavus      435  --> -----           450  +3.4%
717  Jasmine                        5  Shinx           263  --> Mareep          280  +6.5%
717  Jasmine                        8  Dusclops        455  --> Sharpedo        460  +1.1%
717  Jasmine                        9  Empoleon        530  --> Cradily         495  -6.6%
717  Jasmine                        10 Croagunk        300  --> -----           303  +1.0%
717  Jasmine                        11 Poliwrath       510  --> Conkeldurr      505  -1.0%
717  Jasmine                        12 Munchlax        390  --> Chatot          411  +5.4%
718  Chuck                          0  Medicham        410  --> Grotle          405  -1.2%
718  Chuck                          1  Shuckle         505  --> Shiftry         480  -5.0%
718  Chuck                          2  Meowth          290  --> Chingling       285  -1.7%
718  Chuck                          3  Gligar          430  --> Weepinbell      390  -9.3%
718  Chuck                          5  Flareon         525  --> Coalossal       510  -2.9%
718  Chuck                          7  Ludicolo        480  --> Seismitoad      509  +6.0%
718  Chuck                          8  Gabite          410  --> Monferno        405  -1.2%
718  Chuck                          9  Primeape        455  --> -----           440  -3.3%
718  Chuck                          10 Blastoise       530  --> -----           494  -6.8%
718  Chuck                          11 Poliwag         300  --> Foongus         294  -2.0%
718  Chuck                          12 Pinsir          500  --> Spiritomb       485  -3.0%
719  Clair                          0  Gyarados        540  --> Buzzwole        570  +5.6%
719  Clair                          1  Pinsir          500  --> Magmortar       540  +8.0%
719  Clair                          2  Meowth          290  --> Munna           292  +0.7%
719  Clair                          3  Roserade        515  --> Grimmsnarl      510  -1.0%
719  Clair                          4  Misdreavus      435  --> -----           411  -5.5%
719  Clair                          5  Muk             500  --> -----           490  -2.0%
719  Clair                          8  Delibird        330  --> Panpour         316  -4.2%
719  Clair                          9  Charizard       534  --> Dragalge        494  -7.5%
719  Clair                          10 Lunatone        460  --> Solrock         460  +0.0%
719  Clair                          11 Poliwag         300  --> Snubbull        300  +0.0%
719  Clair                          12 Magcargo        430  --> Falinks         470  +9.3%
720  Brock                          0  Golem           495  --> Bellibolt       495  +0.0%
720  Brock                          1  Staravia        340  --> Clamperl        345  +1.5%
720  Brock                          2  Psyduck         320  --> Tinkatink       297  -7.2%
720  Brock                          3  Kricketot       194  --> Igglybuff       210  +8.2%
720  Brock                          5  Larvitar        300  --> Goomy           300  +0.0%
720  Brock                          7  Totodile        314  --> Rhyhorn         345  +9.9%
720  Brock                          8  Unown           336  --> -----           320  -4.8%
720  Brock                          9  Kabutops        495  --> Terapagos       450  -9.1%
720  Brock                          10 Girafarig       455  --> -----           490  +7.7%
720  Brock                          11 Primeape        455  --> Tangela         435  -4.4%
720  Brock                          12 Gabite          410  --> Venomoth        450  +9.8%
721  Misty                          0  Starmie         520  --> Arcanine        555  +6.7%
721  Misty                          1  Growlithe       350  --> Axew            320  -8.6%
721  Misty                          2  Mankey          305  --> Fennekin        307  +0.7%
721  Misty                          3  Eevee           325  --> -----           308  -5.2%
721  Misty                          4  Misdreavus      435  --> -----           411  -5.5%
721  Misty                          5  Primeape        455  --> Basculin        460  +1.1%
721  Misty                          8  Seel            325  --> Swirlix         341  +4.9%
721  Misty                          9  Floatzel        495  --> Manectric       475  -4.0%
721  Misty                          10 Pinsir          500  --> Lapras          535  +7.0%
721  Misty                          11 Poliwag         300  --> Meltan          300  +0.0%
721  Misty                          12 Growlithe       350  --> Lombre          340  -2.9%
722  Lt. Surge                      0  Raichu          485  --> Turtonator      485  +0.0%
722  Lt. Surge                      1  Dodrio          470  --> -----           460  -2.1%
722  Lt. Surge                      2  Meowth          290  --> Capsakid        304  +4.8%
722  Lt. Surge                      3  Spheal          290  --> Bronzor         300  +3.4%
722  Lt. Surge                      4  Misdreavus      435  --> -----           440  +1.1%
722  Lt. Surge                      5  Dodrio          470  --> Victreebel      490  +4.3%
722  Lt. Surge                      8  Bayleef         405  --> -----           440  +8.6%
722  Lt. Surge                      9  Pachirisu       405  --> -----           425  +4.9%
722  Lt. Surge                      10 Skuntank        479  --> -----           508  +6.1%
722  Lt. Surge                      11 Mankey          305  --> Capsakid        304  -0.3%
722  Lt. Surge                      12 Smoochum        305  --> Paras           285  -6.6%
723  Erika                          0  Shiftry         480  --> -----           494  +2.9%
723  Erika                          1  Bayleef         405  --> -----           420  +3.7%
723  Erika                          2  Persian         440  --> -----           411  -6.6%
723  Erika                          3  Mightyena       420  --> Pignite         418  -0.5%
723  Erika                          4  Misdreavus      435  --> Kadabra         400  -8.0%
